Year10y,CAgeF5y,CAgeM5y,SibStrF,SibStrM,NofMar,Pop_atRiskF,Pop_atRiskM
1990-1999,40-44,30-34,Daughter w/ brothers,Younger son,0,1152,7020
1990-1999,40-44,35-39,Only child,Only child,0,151,795
1990-1999,40-44,35-39,Only child,Eldest son w/o brothers,1,150.5,3000.5
1990-1999,40-44,35-39,Only child,Eldest son w/ brothers,0,151,2503
1990-1999,40-44,35-39,Only child,Younger son,0,151,3327
1990-1999,40-44,35-39,Eldest daughter w/o brothers,Only child,0,195,795
1990-1999,40-44,35-39,Eldest daughter w/o brothers,Eldest son w/o brothers,0,195,3001
1990-1999,40-44,35-39,Eldest daughter w/o brothers,Eldest son w/ brothers,0,195,2503
1990-1999,40-44,35-39,Eldest daughter w/o brothers,Younger son,0,195,3327
1990-1999,40-44,35-39,Younger daughter w/o brothers,Only child,0,266,795
1990-1999,40-44,35-39,Younger daughter w/o brothers,Eldest son w/o brothers,0,266,3001
1990-1999,40-44,35-39,Younger daughter w/o brothers,Eldest son w/ brothers,0,266,2503
1990-1999,40-44,35-39,Younger daughter w/o brothers,Younger son,0,266,3327
1990-1999,40-44,35-39,Daughter w/ brothers,Only child,2,1151,794
1990-1999,40-44,35-39,Daughter w/ brothers,Eldest son w/o brothers,1,1151.5,3000.5
1990-1999,40-44,35-39,Daughter w/ brothers,Eldest son w/ brothers,1,1151.5,2502.5
1990-1999,40-44,35-39,Daughter w/ brothers,Younger son,0,1152,3327
1990-1999,40-44,40-44,Only child,Only child,0,151,221
1990-1999,40-44,40-44,Only child,Eldest son w/o brothers,0,151,1019
1990-1999,40-44,40-44,Only child,Eldest son w/ brothers,0,151,1047
1990-1999,40-44,40-44,Only child,Younger son,0,151,1686
1990-1999,40-44,40-44,Eldest daughter w/o brothers,Only child,0,195,221
1990-1999,40-44,40-44,Eldest daughter w/o brothers,Eldest son w/o brothers,0,195,1019
1990-1999,40-44,40-44,Eldest daughter w/o brothers,Eldest son w/ brothers,0,195,1047
1990-1999,40-44,40-44,Eldest daughter w/o brothers,Younger son,0,195,1686
1990-1999,40-44,40-44,Younger daughter w/o brothers,Only child,0,266,221
1990-1999,40-44,40-44,Younger daughter w/o brothers,Eldest son w/o brothers,0,266,1019
1990-1999,40-44,40-44,Younger daughter w/o brothers,Eldest son w/ brothers,0,266,1047
1990-1999,40-44,40-44,Younger daughter w/o brothers,Younger son,0,266,1686
1990-1999,40-44,40-44,Daughter w/ brothers,Only child,0,1152,221
1990-1999,40-44,40-44,Daughter w/ brothers,Eldest son w/o brothers,5,1149.5,1016.5
1990-1999,40-44,40-44,Daughter w/ brothers,Eldest son w/ brothers,2,1151,1046
1990-1999,40-44,40-44,Daughter w/ brothers,Younger son,2,1151,1685
1990-1999,40-44,45-49,Only child,Only child,0,151,47
1990-1999,40-44,45-49,Only child,Eldest son w/o brothers,0,151,185
1990-1999,40-44,45-49,Only child,Eldest son w/ brothers,0,151,273
1990-1999,40-44,45-49,Only child,Younger son,0,151,412
1990-1999,40-44,45-49,Eldest daughter w/o brothers,Only child,0,195,47
1990-1999,40-44,45-49,Eldest daughter w/o brothers,Eldest son w/o brothers,0,195,185
1990-1999,40-44,45-49,Eldest daughter w/o brothers,Eldest son w/ brothers,0,195,273
1990-1999,40-44,45-49,Eldest daughter w/o brothers,Younger son,0,195,412
1990-1999,40-44,45-49,Younger daughter w/o brothers,Only child,0,266,47
1990-1999,40-44,45-49,Younger daughter w/o brothers,Eldest son w/o brothers,0,266,185
1990-1999,40-44,45-49,Younger daughter w/o brothers,Eldest son w/ brothers,2,265,272
1990-1999,40-44,45-49,Younger daughter w/o brothers,Younger son,0,266,412
1990-1999,40-44,45-49,Daughter w/ brothers,Only child,0,1152,47
1990-1999,40-44,45-49,Daughter w/ brothers,Eldest son w/o brothers,1,1151.5,184.5
1990-1999,40-44,45-49,Daughter w/ brothers,Eldest son w/ brothers,1,1151.5,272.5
1990-1999,40-44,45-49,Daughter w/ brothers,Younger son,0,1152,412
1990-1999,45-49,15-19,Only child,Only child,0,37,5318
1990-1999,45-49,15-19,Only child,Eldest son w/o brothers,0,37,28810
1990-1999,45-49,15-19,Only child,Eldest son w/ brothers,0,37,20818
1990-1999,45-49,15-19,Only child,Younger son,0,37,24926
1990-1999,45-49,15-19,Eldest daughter w/o brothers,Only child,0,44,5318
1990-1999,45-49,15-19,Eldest daughter w/o brothers,Eldest son w/o brothers,0,44,28810
1990-1999,45-49,15-19,Eldest daughter w/o brothers,Eldest son w/ brothers,0,44,20818
1990-1999,45-49,15-19,Eldest daughter w/o brothers,Younger son,0,44,24926
1990-1999,45-49,15-19,Younger daughter w/o brothers,Only child,0,62,5318
1990-1999,45-49,15-19,Younger daughter w/o brothers,Eldest son w/o brothers,0,62,28810
1990-1999,45-49,15-19,Younger daughter w/o brothers,Eldest son w/ brothers,0,62,20818
1990-1999,45-49,15-19,Younger daughter w/o brothers,Younger son,0,62,24926
1990-1999,45-49,15-19,Daughter w/ brothers,Only child,0,340,5318
1990-1999,45-49,15-19,Daughter w/ brothers,Eldest son w/o brothers,0,340,28810
1990-1999,45-49,15-19,Daughter w/ brothers,Eldest son w/ brothers,0,340,20818
1990-1999,45-49,15-19,Daughter w/ brothers,Younger son,0,340,24926
1990-1999,45-49,20-24,Only child,Only child,0,37,6292
1990-1999,45-49,20-24,Only child,Eldest son w/o brothers,0,37,31246
1990-1999,45-49,20-24,Only child,Eldest son w/ brothers,0,37,23531
1990-1999,45-49,20-24,Only child,Younger son,0,37,26382
1990-1999,45-49,20-24,Eldest daughter w/o brothers,Only child,0,44,6292
1990-1999,45-49,20-24,Eldest daughter w/o brothers,Eldest son w/o brothers,0,44,31246
1990-1999,45-49,20-24,Eldest daughter w/o brothers,Eldest son w/ brothers,0,44,23531
1990-1999,45-49,20-24,Eldest daughter w/o brothers,Younger son,0,44,26382
1990-1999,45-49,20-24,Younger daughter w/o brothers,Only child,0,62,6292
1990-1999,45-49,20-24,Younger daughter w/o brothers,Eldest son w/o brothers,0,62,31246
1990-1999,45-49,20-24,Younger daughter w/o brothers,Eldest son w/ brothers,0,62,23531
1990-1999,45-49,20-24,Younger daughter w/o brothers,Younger son,0,62,26382
1990-1999,45-49,20-24,Daughter w/ brothers,Only child,0,340,6292
1990-1999,45-49,20-24,Daughter w/ brothers,Eldest son w/o brothers,0,340,31246
1990-1999,45-49,20-24,Daughter w/ brothers,Eldest son w/ brothers,0,340,23531
1990-1999,45-49,20-24,Daughter w/ brothers,Younger son,0,340,26382
1990-1999,45-49,25-29,Only child,Only child,0,37,4902
1990-1999,45-49,25-29,Only child,Eldest son w/o brothers,0,37,21329
1990-1999,45-49,25-29,Only child,Eldest son w/ brothers,0,37,16049
1990-1999,45-49,25-29,Only child,Younger son,0,37,17002
1990-1999,45-49,25-29,Eldest daughter w/o brothers,Only child,0,44,4902
1990-1999,45-49,25-29,Eldest daughter w/o brothers,Eldest son w/o brothers,0,44,21329
1990-1999,45-49,25-29,Eldest daughter w/o brothers,Eldest son w/ brothers,0,44,16049
1990-1999,45-49,25-29,Eldest daughter w/o brothers,Younger son,0,44,17002
1990-1999,45-49,25-29,Younger daughter w/o brothers,Only child,0,62,4902
1990-1999,45-49,25-29,Younger daughter w/o brothers,Eldest son w/o brothers,0,62,21329
1990-1999,45-49,25-29,Younger daughter w/o brothers,Eldest son w/ brothers,0,62,16049
1990-1999,45-49,25-29,Younger daughter w/o brothers,Younger son,0,62,17002
1990-1999,45-49,25-29,Daughter w/ brothers,Only child,0,340,4902
1990-1999,45-49,25-29,Daughter w/ brothers,Eldest son w/o brothers,0,340,21329
1990-1999,45-49,25-29,Daughter w/ brothers,Eldest son w/ brothers,0,340,16049
1990-1999,45-49,25-29,Daughter w/ brothers,Younger son,0,340,17002
1990-1999,45-49,30-34,Only child,Only child,0,37,2265
1990-1999,45-49,30-34,Only child,Eldest son w/o brothers,0,37,8651
1990-1999,45-49,30-34,Only child,Eldest son w/ brothers,0,37,6329
1990-1999,45-49,30-34,Only child,Younger son,0,37,7020
1990-1999,45-49,30-34,Eldest daughter w/o brothers,Only child,0,44,2265
1990-1999,45-49,30-34,Eldest daughter w/o brothers,Eldest son w/o brothers,0,44,8651
1990-1999,45-49,30-34,Eldest daughter w/o brothers,Eldest son w/ brothers,0,44,6329
1990-1999,45-49,30-34,Eldest daughter w/o brothers,Younger son,0,44,7020
1990-1999,45-49,30-34,Younger daughter w/o brothers,Only child,0,62,2265
1990-1999,45-49,30-34,Younger daughter w/o brothers,Eldest son w/o brothers,0,62,8651
1990-1999,45-49,30-34,Younger daughter w/o brothers,Eldest son w/ brothers,0,62,6329
1990-1999,45-49,30-34,Younger daughter w/o brothers,Younger son,0,62,7020
1990-1999,45-49,30-34,Daughter w/ brothers,Only child,0,340,2265
1990-1999,45-49,30-34,Daughter w/ brothers,Eldest son w/o brothers,0,340,8651
1990-1999,45-49,30-34,Daughter w/ brothers,Eldest son w/ brothers,0,340,6329
1990-1999,45-49,30-34,Daughter w/ brothers,Younger son,0,340,7020
1990-1999,45-49,35-39,Only child,Only child,0,37,795
1990-1999,45-49,35-39,Only child,Eldest son w/o brothers,0,37,3001
1990-1999,45-49,35-39,Only child,Eldest son w/ brothers,0,37,2503
1990-1999,45-49,35-39,Only child,Younger son,0,37,3327
1990-1999,45-49,35-39,Eldest daughter w/o brothers,Only child,0,44,795
1990-1999,45-49,35-39,Eldest daughter w/o brothers,Eldest son w/o brothers,0,44,3001
1990-1999,45-49,35-39,Eldest daughter w/o brothers,Eldest son w/ brothers,0,44,2503
1990-1999,45-49,35-39,Eldest daughter w/o brothers,Younger son,0,44,3327
1990-1999,45-49,35-39,Younger daughter w/o brothers,Only child,0,62,795
1990-1999,45-49,35-39,Younger daughter w/o brothers,Eldest son w/o brothers,0,62,3001
1990-1999,45-49,35-39,Younger daughter w/o brothers,Eldest son w/ brothers,0,62,2503
1990-1999,45-49,35-39,Younger daughter w/o brothers,Younger son,0,62,3327
1990-1999,45-49,35-39,Daughter w/ brothers,Only child,0,340,795
1990-1999,45-49,35-39,Daughter w/ brothers,Eldest son w/o brothers,0,340,3001
1990-1999,45-49,35-39,Daughter w/ brothers,Eldest son w/ brothers,0,340,2503
1990-1999,45-49,35-39,Daughter w/ brothers,Younger son,0,340,3327
1990-1999,45-49,40-44,Only child,Only child,0,37,221
1990-1999,45-49,40-44,Only child,Eldest son w/o brothers,0,37,1019
1990-1999,45-49,40-44,Only child,Eldest son w/ brothers,0,37,1047
1990-1999,45-49,40-44,Only child,Younger son,0,37,1686
1990-1999,45-49,40-44,Eldest daughter w/o brothers,Only child,0,44,221
1990-1999,45-49,40-44,Eldest daughter w/o brothers,Eldest son w/o brothers,0,44,1019
1990-1999,45-49,40-44,Eldest daughter w/o brothers,Eldest son w/ brothers,0,44,1047
1990-1999,45-49,40-44,Eldest daughter w/o brothers,Younger son,0,44,1686
1990-1999,45-49,40-44,Younger daughter w/o brothers,Only child,0,62,221
1990-1999,45-49,40-44,Younger daughter w/o brothers,Eldest son w/o brothers,0,62,1019
1990-1999,45-49,40-44,Younger daughter w/o brothers,Eldest son w/ brothers,0,62,1047
1990-1999,45-49,40-44,Younger daughter w/o brothers,Younger son,0,62,1686
1990-1999,45-49,40-44,Daughter w/ brothers,Only child,0,340,221
1990-1999,45-49,40-44,Daughter w/ brothers,Eldest son w/o brothers,0,340,1019
1990-1999,45-49,40-44,Daughter w/ brothers,Eldest son w/ brothers,0,340,1047
1990-1999,45-49,40-44,Daughter w/ brothers,Younger son,0,340,1686
1990-1999,45-49,45-49,Only child,Only child,0,37,47
1990-1999,45-49,45-49,Only child,Eldest son w/o brothers,0,37,185
1990-1999,45-49,45-49,Only child,Eldest son w/ brothers,0,37,273
1990-1999,45-49,45-49,Only child,Younger son,0,37,412
1990-1999,45-49,45-49,Eldest daughter w/o brothers,Only child,0,44,47
1990-1999,45-49,45-49,Eldest daughter w/o brothers,Eldest son w/o brothers,0,44,185
1990-1999,45-49,45-49,Eldest daughter w/o brothers,Eldest son w/ brothers,0,44,273
1990-1999,45-49,45-49,Eldest daughter w/o brothers,Younger son,0,44,412
1990-1999,45-49,45-49,Younger daughter w/o brothers,Only child,0,62,47
1990-1999,45-49,45-49,Younger daughter w/o brothers,Eldest son w/o brothers,0,62,185
1990-1999,45-49,45-49,Younger daughter w/o brothers,Eldest son w/ brothers,0,62,273
1990-1999,45-49,45-49,Younger daughter w/o brothers,Younger son,0,62,412
1990-1999,45-49,45-49,Daughter w/ brothers,Only child,0,340,47
1990-1999,45-49,45-49,Daughter w/ brothers,Eldest son w/o brothers,0,340,185
1990-1999,45-49,45-49,Daughter w/ brothers,Eldest son w/ brothers,0,340,273
1990-1999,45-49,45-49,Daughter w/ brothers,Younger son,0,340,412
2000-2009,15-19,15-19,Only child,Only child,0,2488,2256
2000-2009,15-19,15-19,Only child,Eldest son w/o brothers,3,2486.5,10952.5
2000-2009,15-19,15-19,Only child,Eldest son w/ brothers,1,2487.5,8342.5
2000-2009,15-19,15-19,Only child,Younger son,1,2487.5,10421.5
2000-2009,15-19,15-19,Eldest daughter w/o brothers,Only child,0,4702,2256
2000-2009,15-19,15-19,Eldest daughter w/o brothers,Eldest son w/o brothers,1,4701.5,10953.5
2000-2009,15-19,15-19,Eldest daughter w/o brothers,Eldest son w/ brothers,2,4701,8342
2000-2009,15-19,15-19,Eldest daughter w/o brothers,Younger son,1,4701.5,10421.5
2000-2009,15-19,15-19,Younger daughter w/o brothers,Only child,0,6232,2256
2000-2009,15-19,15-19,Younger daughter w/o brothers,Eldest son w/o brothers,1,6231.5,10953.5
2000-2009,15-19,15-19,Younger daughter w/o brothers,Eldest son w/ brothers,1,6231.5,8342.5
2000-2009,15-19,15-19,Younger daughter w/o brothers,Younger son,3,6230.5,10420.5
2000-2009,15-19,15-19,Daughter w/ brothers,Only child,0,20464,2256
2000-2009,15-19,15-19,Daughter w/ brothers,Eldest son w/o brothers,9,20459.5,10949.5
2000-2009,15-19,15-19,Daughter w/ brothers,Eldest son w/ brothers,6,20461,8340
2000-2009,15-19,15-19,Daughter w/ brothers,Younger son,12,20458,10416
2000-2009,15-19,20-24,Only child,Only child,0,2488,2551
2000-2009,15-19,20-24,Only child,Eldest son w/o brothers,0,2488,13595
2000-2009,15-19,20-24,Only child,Eldest son w/ brothers,2,2487,9853
2000-2009,15-19,20-24,Only child,Younger son,0,2488,12123
2000-2009,15-19,20-24,Eldest daughter w/o brothers,Only child,0,4702,2551
2000-2009,15-19,20-24,Eldest daughter w/o brothers,Eldest son w/o brothers,6,4699,13592
2000-2009,15-19,20-24,Eldest daughter w/o brothers,Eldest son w/ brothers,0,4702,9854
2000-2009,15-19,20-24,Eldest daughter w/o brothers,Younger son,4,4700,12121
2000-2009,15-19,20-24,Younger daughter w/o brothers,Only child,0,6232,2551
2000-2009,15-19,20-24,Younger daughter w/o brothers,Eldest son w/o brothers,4,6230,13593
2000-2009,15-19,20-24,Younger daughter w/o brothers,Eldest son w/ brothers,2,6231,9853
2000-2009,15-19,20-24,Younger daughter w/o brothers,Younger son,7,6228.5,12119.5
2000-2009,15-19,20-24,Daughter w/ brothers,Only child,3,20462.5,2549.5
2000-2009,15-19,20-24,Daughter w/ brothers,Eldest son w/o brothers,14,20457,13588
2000-2009,15-19,20-24,Daughter w/ brothers,Eldest son w/ brothers,13,20457.5,9847.5
2000-2009,15-19,20-24,Daughter w/ brothers,Younger son,16,20456,12115
2000-2009,15-19,25-29,Only child,Only child,2,2487,2428
2000-2009,15-19,25-29,Only child,Eldest son w/o brothers,0,2488,12437
2000-2009,15-19,25-29,Only child,Eldest son w/ brothers,1,2487.5,8923.5
2000-2009,15-19,25-29,Only child,Younger son,0,2488,10298
2000-2009,15-19,25-29,Eldest daughter w/o brothers,Only child,0,4702,2429
2000-2009,15-19,25-29,Eldest daughter w/o brothers,Eldest son w/o brothers,0,4702,12437
2000-2009,15-19,25-29,Eldest daughter w/o brothers,Eldest son w/ brothers,0,4702,8924
2000-2009,15-19,25-29,Eldest daughter w/o brothers,Younger son,2,4701,10297
2000-2009,15-19,25-29,Younger daughter w/o brothers,Only child,0,6232,2429
2000-2009,15-19,25-29,Younger daughter w/o brothers,Eldest son w/o brothers,1,6231.5,12436.5
2000-2009,15-19,25-29,Younger daughter w/o brothers,Eldest son w/ brothers,0,6232,8924
2000-2009,15-19,25-29,Younger daughter w/o brothers,Younger son,2,6231,10297
2000-2009,15-19,25-29,Daughter w/ brothers,Only child,1,20463.5,2428.5
2000-2009,15-19,25-29,Daughter w/ brothers,Eldest son w/o brothers,9,20459.5,12432.5
2000-2009,15-19,25-29,Daughter w/ brothers,Eldest son w/ brothers,3,20462.5,8922.5
2000-2009,15-19,25-29,Daughter w/ brothers,Younger son,1,20463.5,10297.5
2000-2009,15-19,30-34,Only child,Only child,0,2488,1767
2000-2009,15-19,30-34,Only child,Eldest son w/o brothers,0,2488,7654
2000-2009,15-19,30-34,Only child,Eldest son w/ brothers,0,2488,5948
2000-2009,15-19,30-34,Only child,Younger son,0,2488,6259
2000-2009,15-19,30-34,Eldest daughter w/o brothers,Only child,0,4702,1767
2000-2009,15-19,30-34,Eldest daughter w/o brothers,Eldest son w/o brothers,0,4702,7654
2000-2009,15-19,30-34,Eldest daughter w/o brothers,Eldest son w/ brothers,0,4702,5948
2000-2009,15-19,30-34,Eldest daughter w/o brothers,Younger son,0,4702,6259
2000-2009,15-19,30-34,Younger daughter w/o brothers,Only child,0,6232,1767
2000-2009,15-19,30-34,Younger daughter w/o brothers,Eldest son w/o brothers,0,6232,7654
2000-2009,15-19,30-34,Younger daughter w/o brothers,Eldest son w/ brothers,0,6232,5948
2000-2009,15-19,30-34,Younger daughter w/o brothers,Younger son,2,6231,6258
2000-2009,15-19,30-34,Daughter w/ brothers,Only child,1,20463.5,1766.5
2000-2009,15-19,30-34,Daughter w/ brothers,Eldest son w/o brothers,3,20462.5,7652.5
2000-2009,15-19,30-34,Daughter w/ brothers,Eldest son w/ brothers,0,20464,5948
2000-2009,15-19,30-34,Daughter w/ brothers,Younger son,3,20462.5,6257.5
2000-2009,15-19,35-39,Only child,Only child,0,2488,1132
2000-2009,15-19,35-39,Only child,Eldest son w/o brothers,0,2488,4304
2000-2009,15-19,35-39,Only child,Eldest son w/ brothers,0,2488,3125
2000-2009,15-19,35-39,Only child,Younger son,0,2488,3264
2000-2009,15-19,35-39,Eldest daughter w/o brothers,Only child,0,4702,1132
2000-2009,15-19,35-39,Eldest daughter w/o brothers,Eldest son w/o brothers,0,4702,4304
2000-2009,15-19,35-39,Eldest daughter w/o brothers,Eldest son w/ brothers,0,4702,3125
2000-2009,15-19,35-39,Eldest daughter w/o brothers,Younger son,0,4702,3264
2000-2009,15-19,35-39,Younger daughter w/o brothers,Only child,0,6232,1132
2000-2009,15-19,35-39,Younger daughter w/o brothers,Eldest son w/o brothers,0,6232,4304
2000-2009,15-19,35-39,Younger daughter w/o brothers,Eldest son w/ brothers,0,6232,3125
2000-2009,15-19,35-39,Younger daughter w/o brothers,Younger son,0,6232,3264
2000-2009,15-19,35-39,Daughter w/ brothers,Only child,0,20464,1132
2000-2009,15-19,35-39,Daughter w/ brothers,Eldest son w/o brothers,0,20464,4304
2000-2009,15-19,35-39,Daughter w/ brothers,Eldest son w/ brothers,0,20464,3125
2000-2009,15-19,35-39,Daughter w/ brothers,Younger son,1,20463.5,3263.5
2000-2009,15-19,40-44,Only child,Only child,0,2488,531
2000-2009,15-19,40-44,Only child,Eldest son w/o brothers,0,2488,1730
2000-2009,15-19,40-44,Only child,Eldest son w/ brothers,0,2488,1390
2000-2009,15-19,40-44,Only child,Younger son,0,2488,1588
2000-2009,15-19,40-44,Eldest daughter w/o brothers,Only child,0,4702,531
2000-2009,15-19,40-44,Eldest daughter w/o brothers,Eldest son w/o brothers,0,4702,1730
2000-2009,15-19,40-44,Eldest daughter w/o brothers,Eldest son w/ brothers,0,4702,1390
2000-2009,15-19,40-44,Eldest daughter w/o brothers,Younger son,0,4702,1588
2000-2009,15-19,40-44,Younger daughter w/o brothers,Only child,0,6232,531
2000-2009,15-19,40-44,Younger daughter w/o brothers,Eldest son w/o brothers,0,6232,1730
2000-2009,15-19,40-44,Younger daughter w/o brothers,Eldest son w/ brothers,0,6232,1390
2000-2009,15-19,40-44,Younger daughter w/o brothers,Younger son,0,6232,1588
2000-2009,15-19,40-44,Daughter w/ brothers,Only child,0,20464,531
2000-2009,15-19,40-44,Daughter w/ brothers,Eldest son w/o brothers,0,20464,1730
2000-2009,15-19,40-44,Daughter w/ brothers,Eldest son w/ brothers,0,20464,1390
2000-2009,15-19,40-44,Daughter w/ brothers,Younger son,0,20464,1588
2000-2009,15-19,45-49,Only child,Only child,0,2488,130
2000-2009,15-19,45-49,Only child,Eldest son w/o brothers,0,2488,482
2000-2009,15-19,45-49,Only child,Eldest son w/ brothers,0,2488,445
2000-2009,15-19,45-49,Only child,Younger son,0,2488,560
2000-2009,15-19,45-49,Eldest daughter w/o brothers,Only child,0,4702,130
2000-2009,15-19,45-49,Eldest daughter w/o brothers,Eldest son w/o brothers,0,4702,482
2000-2009,15-19,45-49,Eldest daughter w/o brothers,Eldest son w/ brothers,0,4702,445
2000-2009,15-19,45-49,Eldest daughter w/o brothers,Younger son,0,4702,560
2000-2009,15-19,45-49,Younger daughter w/o brothers,Only child,0,6232,130
2000-2009,15-19,45-49,Younger daughter w/o brothers,Eldest son w/o brothers,0,6232,482
2000-2009,15-19,45-49,Younger daughter w/o brothers,Eldest son w/ brothers,0,6232,445
2000-2009,15-19,45-49,Younger daughter w/o brothers,Younger son,0,6232,560
2000-2009,15-19,45-49,Daughter w/ brothers,Only child,0,20464,130
2000-2009,15-19,45-49,Daughter w/ brothers,Eldest son w/o brothers,0,20464,482
2000-2009,15-19,45-49,Daughter w/ brothers,Eldest son w/ brothers,0,20464,445
2000-2009,15-19,45-49,Daughter w/ brothers,Younger son,0,20464,560
2000-2009,20-24,15-19,Only child,Only child,0,2482,2256
2000-2009,20-24,15-19,Only child,Eldest son w/o brothers,0,2482,10954
2000-2009,20-24,15-19,Only child,Eldest son w/ brothers,0,2482,8343
2000-2009,20-24,15-19,Only child,Younger son,0,2482,10422
2000-2009,20-24,15-19,Eldest daughter w/o brothers,Only child,0,5366,2256
2000-2009,20-24,15-19,Eldest daughter w/o brothers,Eldest son w/o brothers,0,5366,10954
2000-2009,20-24,15-19,Eldest daughter w/o brothers,Eldest son w/ brothers,1,5365.5,8342.5
2000-2009,20-24,15-19,Eldest daughter w/o brothers,Younger son,1,5365.5,10421.5
2000-2009,20-24,15-19,Younger daughter w/o brothers,Only child,0,7272,2256
2000-2009,20-24,15-19,Younger daughter w/o brothers,Eldest son w/o brothers,1,7271.5,10953.5
2000-2009,20-24,15-19,Younger daughter w/o brothers,Eldest son w/ brothers,2,7271,8342
2000-2009,20-24,15-19,Younger daughter w/o brothers,Younger son,0,7272,10422
2000-2009,20-24,15-19,Daughter w/ brothers,Only child,0,22209,2256
2000-2009,20-24,15-19,Daughter w/ brothers,Eldest son w/o brothers,11,22203.5,10948.5
2000-2009,20-24,15-19,Daughter w/ brothers,Eldest son w/ brothers,4,22207,8341
2000-2009,20-24,15-19,Daughter w/ brothers,Younger son,5,22206.5,10419.5
2000-2009,20-24,20-24,Only child,Only child,4,2480,2549
2000-2009,20-24,20-24,Only child,Eldest son w/o brothers,13,2475.5,13588.5
2000-2009,20-24,20-24,Only child,Eldest son w/ brothers,12,2476,9848
2000-2009,20-24,20-24,Only child,Younger son,17,2473.5,12114.5
2000-2009,20-24,20-24,Eldest daughter w/o brothers,Only child,2,5365,2550
2000-2009,20-24,20-24,Eldest daughter w/o brothers,Eldest son w/o brothers,31,5350.5,13579.5
2000-2009,20-24,20-24,Eldest daughter w/o brothers,Eldest son w/ brothers,29,5351.5,9839.5
2000-2009,20-24,20-24,Eldest daughter w/o brothers,Younger son,38,5347,12104
2000-2009,20-24,20-24,Younger daughter w/o brothers,Only child,7,7268.5,2547.5
2000-2009,20-24,20-24,Younger daughter w/o brothers,Eldest son w/o brothers,42,7251,13574
2000-2009,20-24,20-24,Younger daughter w/o brothers,Eldest son w/ brothers,48,7248,9830
2000-2009,20-24,20-24,Younger daughter w/o brothers,Younger son,63,7240.5,12091.5
2000-2009,20-24,20-24,Daughter w/ brothers,Only child,18,22200,2542
2000-2009,20-24,20-24,Daughter w/ brothers,Eldest son w/o brothers,143,22137.5,13523.5
2000-2009,20-24,20-24,Daughter w/ brothers,Eldest son w/ brothers,113,22152.5,9797.5
2000-2009,20-24,20-24,Daughter w/ brothers,Younger son,167,22125.5,12039.5
2000-2009,20-24,25-29,Only child,Only child,2,2481,2428
2000-2009,20-24,25-29,Only child,Eldest son w/o brothers,3,2480.5,12435.5
2000-2009,20-24,25-29,Only child,Eldest son w/ brothers,3,2480.5,8922.5
2000-2009,20-24,25-29,Only child,Younger son,13,2475.5,10291.5
2000-2009,20-24,25-29,Eldest daughter w/o brothers,Only child,3,5364.5,2427.5
2000-2009,20-24,25-29,Eldest daughter w/o brothers,Eldest son w/o brothers,25,5353.5,12424.5
2000-2009,20-24,25-29,Eldest daughter w/o brothers,Eldest son w/ brothers,35,5348.5,8906.5
2000-2009,20-24,25-29,Eldest daughter w/o brothers,Younger son,25,5353.5,10285.5
2000-2009,20-24,25-29,Younger daughter w/o brothers,Only child,9,7267.5,2424.5
2000-2009,20-24,25-29,Younger daughter w/o brothers,Eldest son w/o brothers,31,7256.5,12421.5
2000-2009,20-24,25-29,Younger daughter w/o brothers,Eldest son w/ brothers,27,7258.5,8910.5
2000-2009,20-24,25-29,Younger daughter w/o brothers,Younger son,36,7254,10280
2000-2009,20-24,25-29,Daughter w/ brothers,Only child,19,22199.5,2419.5
2000-2009,20-24,25-29,Daughter w/ brothers,Eldest son w/o brothers,116,22151,12379
2000-2009,20-24,25-29,Daughter w/ brothers,Eldest son w/ brothers,109,22154.5,8869.5
2000-2009,20-24,25-29,Daughter w/ brothers,Younger son,102,22158,10247
2000-2009,20-24,30-34,Only child,Only child,0,2482,1767
2000-2009,20-24,30-34,Only child,Eldest son w/o brothers,3,2480.5,7652.5
2000-2009,20-24,30-34,Only child,Eldest son w/ brothers,3,2480.5,5946.5
2000-2009,20-24,30-34,Only child,Younger son,2,2481,6258
2000-2009,20-24,30-34,Eldest daughter w/o brothers,Only child,0,5366,1767
2000-2009,20-24,30-34,Eldest daughter w/o brothers,Eldest son w/o brothers,3,5364.5,7652.5
2000-2009,20-24,30-34,Eldest daughter w/o brothers,Eldest son w/ brothers,4,5364,5946
2000-2009,20-24,30-34,Eldest daughter w/o brothers,Younger son,13,5359.5,6252.5
2000-2009,20-24,30-34,Younger daughter w/o brothers,Only child,2,7271,1766
2000-2009,20-24,30-34,Younger daughter w/o brothers,Eldest son w/o brothers,11,7266.5,7648.5
2000-2009,20-24,30-34,Younger daughter w/o brothers,Eldest son w/ brothers,9,7267.5,5943.5
2000-2009,20-24,30-34,Younger daughter w/o brothers,Younger son,8,7268,6255
2000-2009,20-24,30-34,Daughter w/ brothers,Only child,6,22206,1764
2000-2009,20-24,30-34,Daughter w/ brothers,Eldest son w/o brothers,28,22195,7640
2000-2009,20-24,30-34,Daughter w/ brothers,Eldest son w/ brothers,25,22196.5,5935.5
2000-2009,20-24,30-34,Daughter w/ brothers,Younger son,25,22196.5,6246.5
2000-2009,20-24,35-39,Only child,Only child,1,2481.5,1131.5
2000-2009,20-24,35-39,Only child,Eldest son w/o brothers,0,2482,4304
2000-2009,20-24,35-39,Only child,Eldest son w/ brothers,1,2481.5,3124.5
2000-2009,20-24,35-39,Only child,Younger son,0,2482,3264
